Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
5a3ef6c03f1ce19c588c078270170a18,37.8297046,-122.2876102,Tipsy Putt,382,"Pubs, Mini Golf, Mexican",4.5,868.7049806008139
7e709245031d51963a79004362950401,37.8312752,-122.2856333,Flores - Emeryville,50,"Breakfast & Brunch, Cocktail Bars, Mexican",4.0,611.8569637098
7e709245031d51963a79004362950401,37.8312752,-122.2856333,Pippal,48,Indian,4.0,611.2414404134131
7e709245031d51963a79004362950401,37.8312752,-122.2856333,Tipsy Putt,382,"Pubs, Mini Golf, Mexican",4.5,825.8346875802017
ad0fd1e1100453a35d7ce5e5d95e4779,37.7552126,-122.4209752,Bottega,976,"Italian, Pasta Shops, Pizza",4.5,58.23089575235727
ad0fd1e1100453a35d7ce5e5d95e4779,37.7552126,-122.4209752,Beretta Valencia,4174,"Italian, Pizza, Breakfast & Brunch",4.0,153.9477924006723
ad0fd1e1100453a35d7ce5e5d95e4779,37.7552126,-122.4209752,Loló,2501,"Mexican, Tapas/Small Plates",4.0,241.45050217161034
d54612ee1577923ef1aef60393aa07c7,37.7518194,-122.4266139,Bottega,976,"Italian, Pasta Shops, Pizza",4.5,574.9575203093425
d54612ee1577923ef1aef60393aa07c7,37.7518194,-122.4266139,Beretta Valencia,4174,"Italian, Pizza, Breakfast & Brunch",4.0,572.9022880046357
d54612ee1577923ef1aef60393aa07c7,37.7518194,-122.4266139,Bistro Ember,67,Mediterranean,4.5,197.37294373571396
689893116ddb1b8dfab61c092330b00a,37.7524278,-122.4206278,Bottega,976,"Italian, Pasta Shops, Pizza",4.5,259.7977120400227
689893116ddb1b8dfab61c092330b00a,37.7524278,-122.4206278,Beretta Valencia,4174,"Italian, Pizza, Breakfast & Brunch",4.0,158.76394115166536
689893116ddb1b8dfab61c092330b00a,37.7524278,-122.4206278,Loló,2501,"Mexican, Tapas/Small Plates",4.0,552.5401882372448
96bae776dd2cf75e6ed06895761636af,37.7509004,-122.4274114,Bottega,976,"Italian, Pasta Shops, Pizza",4.5,691.8092960038928
96bae776dd2cf75e6ed06895761636af,37.7509004,-122.4274114,Beretta Valencia,4174,"Italian, Pizza, Breakfast & Brunch",4.0,680.9188180890056
96bae776dd2cf75e6ed06895761636af,37.7509004,-122.4274114,Bistro Ember,67,Mediterranean,4.5,77.6795106427006
22e24861b62c61aa3c99d47cd90095ce,37.78729,-122.39438,Bocado,134,"Peruvian, Desserts, Cocktail Bars",4.5,588.6932257736908
22e24861b62c61aa3c99d47cd90095ce,37.78729,-122.39438,Per Diem - Transit Center,47,"New American, Gastropubs, Cocktail Bars",4.5,319.6657609185791
22e24861b62c61aa3c99d47cd90095ce,37.78729,-122.39438,Prospect,1626,New American,4.0,410.83067330411126
a536696bbab818af37342ac705d5b467,37.7913,-122.399051,Sisterita,380,"Breakfast & Brunch, Seafood, Thai",4.5,542.712678903247
a536696bbab818af37342ac705d5b467,37.7913,-122.399051,Barcha,758,"Mediterranean, Tapas/Small Plates, Cocktail Bars",4.0,61.41079911994076
a536696bbab818af37342ac705d5b467,37.7913,-122.399051,La Fusión,1222,"Latin American, Comfort Food, Peruvian",4.5,409.4784828889387
cbe0501b53945e1a590ff4484798e0e6,37.7824046019341,-122.43944585323337,NONO,86,Izakaya,4.5,680.9585400706405
cbe0501b53945e1a590ff4484798e0e6,37.7824046019341,-122.43944585323337,Dynasty Dumpling ,60,"Dim Sum, Noodles",5.0,658.1117698879026
cbe0501b53945e1a590ff4484798e0e6,37.7824046019341,-122.43944585323337,Sikdang Woori,23,Korean,4.5,628.969637063221
6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,The Table,3608,"New American, Breakfast & Brunch, Salad",4.0,831.4055880960797
6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,Casa Villa,225,Mexican,4.5,586.4873489193432
6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,Sweet Mango,1275,"Burmese, Chinese, Thai",4.0,716.7006570065803
679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,The Table,3608,"New American, Breakfast & Brunch, Salad",4.0,1222.7714096736163
679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Fire and Rice,81,"Hawaiian, Asian Fusion, Food Trucks",4.5,447.5367989114961
679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,The Breakfast Club,3865,"Breakfast & Brunch, Waffles, American",4.0,818.9288201951268
10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Lovens,26,"Comfort Food, Tacos",4.5,342.43064834036414
10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Fire and Rice,81,"Hawaiian, Asian Fusion, Food Trucks",4.5,380.0111313665388
10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,The Breakfast Club,3865,"Breakfast & Brunch, Waffles, American",4.0,729.9357780090123
f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,SJ Omogari,2467,"Korean, Soup, Seafood",4.0,936.938230901034
f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Danbi Korean Restaurant,749,Korean,4.5,801.4291940602244
f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Maza Restaurant,199,"Mexican, Seafood",4.5,635.5759011199302
aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Vito's Trattoria,765,"Italian, Bars, Pizza",4.0,72.29648655190624
aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,The Province,353,"Asian Fusion, New American, Bars",3.5,578.293417454218
aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Hangar Bar & Grill,116,"American, Cocktail Bars",4.0,767.7193505880806
a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Tipsy Putt,382,"Pubs, Mini Golf, Mexican",4.5,663.1719692668564
a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Secrets Of Tiger,43,Pan Asian,4.5,1060.5234181536207
