location,Latitude,Longitude,Free_Bikes,Empty_Slots,Total_Bikes,name,category,closed_bucket,distance,postcode,latitude,longitude,region,city,state,review_count,rating
"San Francisco Bay Area, CA",37.7813332251007,-122.4048243192974,15.0,7.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.75452190090258,-122.40403879371094,3.0,12.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77168,-122.422301,14.0,5.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.72063402240577,-122.4475379192397,9.0,10.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78847870510701,-122.42033508761928,5.0,16.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.790588343975,-122.41893285742222,7.0,14.0,21.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7744791,-122.4139142,11.0,0.0,11.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.86281710670802,-122.2902952903697,14.0,9.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7353216,-122.5053186,3.0,3.0,6.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7489641,-122.4571037,0.0,10.0,10.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7426678,-122.4834267,0.0,5.0,5.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.79672497398881,-122.4016581884798,17.0,13.0,30.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7481775,-122.4591988,0.0,3.0,3.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7420934,-122.4985285,1.0,3.0,4.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7249138,-122.4614828,0.0,5.0,5.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7380013,-122.5062969,3.0,1.0,4.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.740507,-122.4663653,1.0,1.0,2.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7316601,-122.4733101,0.0,2.0,2.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.745631,-122.5074385,0.0,5.0,5.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7375131,-122.4694914,0.0,2.0,2.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7430051,-122.479359,3.0,0.0,3.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7485077,-122.4784194,0.0,1.0,1.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7418534,-122.5068902,0.0,4.0,4.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7244072,-122.4587692,1.0,4.0,5.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7699501,-122.4816534,0.0,16.0,16.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7708604,-122.4899713,0.0,20.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7699245,-122.4845999,1.0,19.0,20.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7807382,-122.4027281,1.0,30.0,31.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.78383,-122.39887,21.0,13.0,34.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.734966,-122.429772,11.0,8.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.800494,-122.432759,6.0,16.0,22.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.7604469,-122.410807,5.0,14.0,19.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.81225021872637,-122.2607185732995,0.0,23.0,23.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.713185,-122.433405,7.0,8.0,15.0,,,,,,,,,,,,
"San Francisco Bay Area, CA",37.77855734730058,-122.47798977442686,1.0,18.0,19.0,,,,,,,,,,,,
,,,,,,El Tiny Cafe,Coffee Shops,LikelyOpen,26.0,94703,37.850052,-122.270523,"San Francisco Bay Area, CA",,,,
,,,,,,Wawa Thai Food,thai,,,,37.7971694,-122.2048419,,Oakland,CA,243.0,4.5
,,,,,,Bombera,mexican,,,,37.79953,-122.2152,,Oakland,CA,278.0,4.0
,,,,,,The Saint Sandwich Shop,sandwiches,,,,37.79725,-122.20437,,Oakland,CA,239.0,4.5
,,,,,,Cafe Noir,burgers,,,,37.798756,-122.208274,,Oakland,CA,11.0,5.0
,,,,,,Phnom Penh House Restaurant,cambodian,,,,37.79101,-122.19776,,Oakland,CA,506.0,4.5
,,,,,,Jo's Modern Thai,thai,,,,37.79168,-122.19911,,Oakland,CA,334.0,4.5
,,,,,,Boriqua Kitchen,foodtrucks,,,,37.80413712394768,-122.20703466163918,,Oakland,CA,128.0,4.5
,,,,,,Sequoia Diner,diners,,,,37.7918505998372,-122.199130414605,,Oakland,CA,704.0,4.0
,,,,,,Grand Bakery,bakeries,,,,37.79678,-122.2045,,Oakland,CA,21.0,4.0
,,,,,,King Kong BBQ Restaurant,chinese,,,,37.79394,-122.20113,,Oakland,CA,346.0,3.5
,,,,,,Kasper's Hot Dogs,sandwiches,,,,37.7989845275879,-122.211578369141,,Oakland,CA,73.0,4.0
,,,,,,Jade Palace,chinese,,,,37.7991963991434,-122.21218917293992,,Oakland,CA,245.0,3.0
,,,,,,Taco Bell,mexican,,,,37.793743,-122.201142,,Oakland,CA,120.0,2.0
,,,,,,Cafe of the Bay,breakfast_brunch,,,,37.7903617155944,-122.197740160303,,Oakland,CA,172.0,3.0
,,,,,,Taqueria Ole Ole!,mexican,,,,37.8006529,-122.215375,,Oakland,CA,10.0,3.5
,,,,,,Wingstop,chicken_wings,,,,37.79043660473472,-122.19786208250048,,Oakland,CA,74.0,2.0
,,,,,,World Ground Cafe,coffee,,,,37.79217,-122.19881,,Oakland,CA,281.0,3.5
,,,,,,Fountain Garden Seafood Restaurant,chinese,,,,37.7914276123047,-122.198127746582,,Oakland,CA,214.0,3.5
,,,,,,Maria’s Mexican Food,tacos,,,,37.790938,-122.205074,,Oakland,CA,4.0,5.0
,,,,,,Domino's Pizza,pizza,,,,37.79239111935187,-122.19966241522567,,Oakland,CA,152.0,1.5
