Bike_Lat,Bike_Long,name,distance,postcode
37.7752321,-122.2244982,Powderface,3,94601
37.7752321,-122.2244982,Wahpepah’s Kitchen,14,94601
37.7752321,-122.2244982,Emil's Burger & Breakfast,32,94601
37.80874983465997,-122.28328227996823,The Big Apple Cafe,327,94607
37.80874983465997,-122.28328227996823,After Hours Spot Strip Club,385,94607
37.80874983465997,-122.28328227996823,West Oakland Senior Center,438,94607
37.8061628,-122.2760402,Resident Lounge,99,94612
37.8061628,-122.2760402,Rio California,128,94612
37.8061628,-122.2760402,City Cup,145,94612
37.7440667,-122.4214722,Urbana,22,94110
37.7440667,-122.4214722,Cafe Seventy8,34,94110
37.7440667,-122.4214722,Coco's Ramen,43,94110
37.7472996,-122.4114029,Doma Sushi Bar,72,94110
37.7472996,-122.4114029,Precita Park,76,94110
37.7472996,-122.4114029,Precita Park Cafe and Grill,78,94110
37.7436839,-122.4268059,Regent Thai Restaurant,5,94131
37.7436839,-122.4268059,Clay Oven Indian Cuisine,14,94131
37.7436839,-122.4268059,Henry's Hunan Restaurant,21,94131
37.745738796183325,-122.42214024066924,Bac Lieu Restaurant,160,94110
37.745738796183325,-122.42214024066924,Blue Plate,161,94110
37.745738796183325,-122.42214024066924,Emmy's Spaghetti Shack,176,94110
37.7478584,-122.4249863,Omnivore Books on Food,162,94131
37.7478584,-122.4249863,Chloe's Cafe,203,94114
37.7478584,-122.4249863,26th & Guerrero Market,226,94110
37.8297046,-122.2876102,Rudy's Can't Fail Cafe,204,94608
37.8297046,-122.2876102,Starbucks,206,94608
37.8297046,-122.2876102,East Bay Bridge,217,94608
37.8312752,-122.2856333,Rudy's Can't Fail Cafe,42,94608
37.8312752,-122.2856333,The Steve Jobs Theater - Pixar Animation Studios,216,94608
37.8312752,-122.2856333,East Bay Bridge,273,94608
37.7552126,-122.4209752,Radio Habana Social Club,6,94110
37.7552126,-122.4209752,Boogaloos,20,94110
37.7552126,-122.4209752,The Pretty Pretty Collective,25,94110
37.7518194,-122.4266139,Noe Valley Wine Merchants,120,94114
37.7518194,-122.4266139,The Dubliner,154,94114
37.7518194,-122.4266139,Noe Valley Farmers Market,212,94114
37.7524278,-122.4206278,Arizmendi Bakery Panaderia & Pizzeria,17,94110
37.7524278,-122.4206278,Papalote Mexican Grill,60,94110
37.7524278,-122.4206278,Beloved Cafe,127,94110
37.7509004,-122.4274114,Noe Valley Wine Merchants,96,94114
37.7509004,-122.4274114,The Dubliner,120,94114
37.7509004,-122.4274114,Billingsgate,134,94114
37.78729,-122.39438,Cocoon Urban Day Spa,47,94105
37.78729,-122.39438,Philz Coffee,194,94105
37.78729,-122.39438,Carnivale of Cocktails,232,94105
37.7913,-122.399051,Philz Coffee,40,94111
37.7913,-122.399051,The Shota,152,94104
37.7913,-122.399051,The Treasury,155,94104
37.7824046019341,-122.43944585323337,The Spoon Chamber,346,94115
37.7824046019341,-122.43944585323337,9:20 Special,347,94115
37.7824046019341,-122.43944585323337,Cheese Steak Shop,354,94115
37.31515792998312,-121.89783275127412,Taqueria Tlaquepaque 2,466,95125
37.31515792998312,-121.89783275127412,Thai Spice,507,95125
37.31515792998312,-121.89783275127412,T-Square Coffee & Tea,512,95125
37.31673647849343,-121.91000461578368,Mosaic Gym,202,95126
37.31673647849343,-121.91000461578368,Cefcu,224,95126
37.31673647849343,-121.91000461578368,Ranch Town Recycling Center,303,95126
37.32345133870681,-121.90597593784332,El Pirata,17,95126
37.32345133870681,-121.90597593784332,KB Monte Vista,163,95126
37.32345133870681,-121.90597593784332,Metro Balderas Truck,259,95126
37.356834352780886,-121.89593575894833,Pavona Gym,404,95112
37.356834352780886,-121.89593575894833,Your Convenience,405,95112
37.356834352780886,-121.89593575894833,Taylor Street Night Market,413,95112
37.36522655191025,-121.9168147444725,Ladda Thai Cuisine,73,95110
37.36522655191025,-121.9168147444725,Ike's Love & Sandwiches,93,95110
37.36522655191025,-121.9168147444725,Vito's Ny Trattoria,97,95110
37.83954308266563,-122.2987177222967,Chevy's Fresh Mex Restaurants,97,94608
37.83954308266563,-122.2987177222967,The Garden Grille & Bar,141,94608
37.83954308266563,-122.2987177222967,Hilton Happy Hour,147,94608
37.7873267660624,-122.41327822208405,Jones,35,94102
37.7873267660624,-122.41327822208405,Lapisara Eatery,43,94109
37.7873267660624,-122.41327822208405,Pearl's Deluxe Burgers,46,94109
37.75179164525661,-122.40521550178528,Potrero Del Sol Park,103,94110
37.75179164525661,-122.40521550178528,Junior,131,94110
37.75179164525661,-122.40521550178528,Eristavi Winery,131,94110
37.8040367840236,-122.26240932941435,Good News Cafe,32,94612
37.8040367840236,-122.26240932941435,The Lake Chalet Seafood Bar & Grill,212,94612
37.8040367840236,-122.26240932941435,Alician,315,94612
37.364060462258806,-121.9117319583893,Comfort Suites San Jose Airport,124,95112
37.364060462258806,-121.9117319583893,Skyport bar & grill,272,95110
37.364060462258806,-121.9117319583893,Indian Street Cafe,275,95110
37.7700298,-122.4117258,SOMA StrEat Food Park,42,94103
37.7700298,-122.4117258,Costco,126,94103
37.7700298,-122.4117258,SF Eagle,138,94103
37.36186680025918,-121.90931528806688,Cathys Restaurant,113,95112
37.36186680025918,-121.90931528806688,Doghouse Sports Lounge,133,95112
37.36186680025918,-121.90931528806688,Jade Cathay,149,95112
37.36767805240811,-121.9187942147255,Bagel Street Cafe,203,95110
37.36767805240811,-121.9187942147255,Starbucks,222,95110
37.36767805240811,-121.9187942147255,TGI’s SUSHI TOO,238,95110
37.36085415525383,-121.90683424472807,Wyndham Garden San Jose Airport,112,95112
37.36085415525383,-121.90683424472807,Golden Heritage Living,131,95112
37.36085415525383,-121.90683424472807,Doghouse Sports Lounge,144,95112
37.796470691622936,-122.4168576300144,Cafe Meuse,172,94109
37.796470691622936,-122.4168576300144,Seven Hills,178,94109
37.796470691622936,-122.4168576300144,Cocotte,219,94109
37.870139,-122.268422,Dojo Dog,16,94720
37.870139,-122.268422,Downtown Berkeley BART Station,26,94704
37.870139,-122.268422,Almare Gelato Italiano,43,94704
37.87367621459825,-122.26848721504211,Berkeley Espresso,24,94704
37.87367621459825,-122.26848721504211,Triple Rock Brewery & Ale House,31,94704
37.87367621459825,-122.26848721504211,Marugame Udon,39,94704
37.8677892,-122.2658964,U CHA,17,94704
37.8677892,-122.2658964,Great China,26,94704
37.8677892,-122.2658964,Hui Lau Shan,58,94704
37.8690599,-122.270556,Berkeley YMCA,19,94704
37.8690599,-122.270556,K's Coffee House,117,94704
37.8690599,-122.270556,Berkeley Farmers' Market,129,94704
37.8524766,-122.2702132,Ashby BART Station,37,94703
37.8524766,-122.2702132,Ada's Cafe,53,94703
37.8524766,-122.2702132,Berkeley Flea Market,131,94703
37.8660431,-122.2588044,Raleigh's,16,94704
37.8660431,-122.2588044,Muracci's Berkeley,42,94704
37.8660431,-122.2588044,Little Gem Belgian Waffles,54,94704
37.8693603,-122.2543374,Heavenly - Vietnamese Fusion Food,8,94704
37.8693603,-122.2543374,Caffe Strada,45,94704
37.8693603,-122.2543374,Sigma Alpha Epsilon,70,94704
37.8193814,-122.2619284,Starbucks,55,94611
37.8193814,-122.2619284,Chipotle Mexican Grill,61,94611
37.8193814,-122.2619284,Grocery Outlet,202,94611
37.8262863,-122.2651002,Seoul Gom Tang,56,94609
37.8262863,-122.2651002,Carl's Jr.,67,94609
37.8262863,-122.2651002,Tin & Pig,134,94609
37.8403643,-122.2644881,Johnny's Cafe & Donuts,25,94609
37.8403643,-122.2644881,Uptown Market & Liquor,173,94609
37.8403643,-122.2644881,Mariposa Baking Gluten Free,185,94609
37.8417999,-122.2515349,Enoteca Molinari,10,94618
37.8417999,-122.2515349,Rockridge Cafe,53,94618
37.8417999,-122.2515349,Atomic Garden,53,94618
37.84427875399067,-122.251900434494,Cactus Taqueria,22,94618
37.84427875399067,-122.251900434494,Pasta Shop,36,94618
37.84427875399067,-122.251900434494,Hapuku Fish Shop,40,94618
37.8444927,-122.261351,William's Market & Liquor,54,94609
37.8444927,-122.261351,Lectric Washouse,90,94609
37.8444927,-122.261351,O B Town,326,94609
37.8087021,-122.2699271,Uptown Night Club,34,94612
37.8087021,-122.2699271,Xolo,35,94612
37.8087021,-122.2699271,Little Giant Ice Cream,41,94612
37.8113768,-122.2651925,The Athletic Club Oakland,42,94612
37.8113768,-122.2651925,Baygreens Salads & More,52,94612
37.8113768,-122.2651925,Alamar Kitchen & Bar,70,94612
37.8013189,-122.2626418,The Lake Chalet Seafood Bar & Grill,134,94612
37.8013189,-122.2626418,Mad Oak,236,94607
37.8013189,-122.2626418,Oakland Museum of California,299,94607
37.8426295,-122.267738,It's All Good Bakery,246,94609
37.8426295,-122.267738,Uptown Market & Liquor,260,94609
37.8426295,-122.267738,The Rendezvous,298,94608
37.8396488,-122.2717561,The Rendezvous,185,94608
37.8396488,-122.2717561,Earthly Coffee,198,94609
37.8396488,-122.2717561,Tease Southern Kitchen,209,94609
37.79728,-122.398436,Kokkari Estiatorio,115,94111
37.79728,-122.398436,The Gateway Theatre,137,94111
37.79728,-122.398436,Bar Sprezzatura,207,94111
37.792251,-122.397086,Pabu,118,94111
37.792251,-122.397086,Barcha,142,94105
37.792251,-122.397086,SusieCakes,181,94105
37.788975,-122.403452,Mechanics' Institute,39,94104
37.788975,-122.403452,Galleria Park Hotel Lobby,80,94104
37.788975,-122.403452,Blue Bottle Coffee,87,94104
37.85022187449679,-122.26017236709596,Barcote Ethiopian Restaurant,66,94609
37.85022187449679,-122.26017236709596,Jack In The Box,126,94609
37.85022187449679,-122.26017236709596,White Horse Inn,186,94609
37.33203868095132,-121.8817663192749,7-Eleven,161,95112
37.33203868095132,-121.8817663192749,China Chen,197,95112
37.33203868095132,-121.8817663192749,Iguanas Burritozilla,237,95112
37.788299978150825,-122.40853071212769,The Inn at Union Square,39,94102
37.788299978150825,-122.40853071212769,San Francisco Elks Lodge #3,71,94102
37.788299978150825,-122.40853071212769,Clock Bar,72,94102
37.8007544,-122.2748943,Fort Green,21,94607
37.8007544,-122.2748943,Caffe 817,43,94607
37.8007544,-122.2748943,Ratto's International Market,54,94607
37.8401858,-122.2618225,Casper's Hot Dogs Oakland,26,94609
37.8401858,-122.2618225,The Well Oakland,44,94609
37.8401858,-122.2618225,Wine Mine,65,94609
37.8357883,-122.2516207,Wendy's,29,94618
37.8357883,-122.2516207,Boston Market,65,94611
37.8357883,-122.2516207,Bangkok Garden,80,94618
37.8381269,-122.2512714,Judoku Sushi Rockridge,11,94618
37.8381269,-122.2512714,Marica Oakland,17,94618
37.8381269,-122.2512714,High Peaks Kitchen,21,94618
37.33279952386071,-121.88385039567946,Yogurtland,49,95112
37.33279952386071,-121.88385039567946,La Victoria Taqueria,52,95112
37.33279952386071,-121.88385039567946,Pizza My Heart,63,95112
37.7735069,-122.4160402,Ted’s Market,72,94103
37.7735069,-122.4160402,Blue Bottle Coffee,170,94103
37.7735069,-122.4160402,Fifteen Fifty Sports Bar,195,94103
37.7737932060887,-122.42123901844025,Security Public Storage,21,94102
37.7737932060887,-122.42123901844025,Zuni Cafe,33,94102
37.7737932060887,-122.42123901844025,Hotel Biron,83,94102
37.7717933,-122.4337079,Palmyra,11,94117
37.7717933,-122.4337079,Otra,24,94117
37.7717933,-122.4337079,Diane's Nails & Waxing,33,94117
37.7730627,-122.4390777,Falletti Foods,20,94117
37.7730627,-122.4390777,Rt Rotisserie - L,24,94117
37.7730627,-122.4390777,Nopalito,54,94117
37.799953,-122.398525,The Exploratorium,101,94111
37.799953,-122.398525,Exploratorium Store,113,94111
37.799953,-122.398525,Coqueta,228,94111
37.7614205,-122.4264353,Bi-Rite Creamery Truck,60,94110
37.7614205,-122.4264353,Bi-Rite Market,152,94110
37.7614205,-122.4264353,Mission Dolores Park,169,94114
37.7592103,-122.4213392,City Beer Store,16,94110
37.7592103,-122.4213392,The Beehive,23,94110
37.7592103,-122.4213392,The Phoenix Irish Bar & Restaurant,72,94110
37.7605936,-122.4148171,The Homestead,18,94110
37.7605936,-122.4148171,Chuy's Fiestas,87,94110
37.7605936,-122.4148171,Southern Pacific Brewing,91,94110
37.7616343,-122.3906477,Butter,98,94107
37.7616343,-122.3906477,Cresco Equipment Rentals,99,94124
37.7616343,-122.3906477,Sea Star,219,94107
37.7567083,-122.421025,Udupi Palace,8,94110
37.7567083,-122.421025,Sidewalk Juice,34,94110
37.7567083,-122.421025,Ritual Coffee Roasters,35,94110
37.321181834267314,-121.9030898809433,Palermo Italian Restaurant,143,95126
37.321181834267314,-121.9030898809433,KB Monte Vista,197,95126
37.321181834267314,-121.9030898809433,La Costeñita,326,95126
37.32601084794081,-121.91232740879056,VIP Launderland,94,95126
37.32601084794081,-121.91232740879056,Launderlux,100,95126
37.32601084794081,-121.91232740879056,Crema Coffee Roasting Company,116,95126
37.774017937683546,-122.4238085746765,Nick's Super Market,47,94102
37.774017937683546,-122.4238085746765,San Francisco Wine & Cheese,119,94102
37.774017937683546,-122.4238085746765,Raxakoul wine and cheese,120,94102
37.7328128005294,-122.43414044380188,Glen Park BART Station,45,94131
37.7328128005294,-122.43414044380188,One Waan Thai,46,94131
37.7328128005294,-122.43414044380188,Cup Coffee Bar,66,94131
37.34398467798214,-121.87438488006592,Linda's Bakery,119,95116
37.34398467798214,-121.87438488006592,Wienerschnitzel,213,95116
37.34398467798214,-121.87438488006592,Neveria Snacks,335,95116
37.330698,-121.888979,San Jose Marriott,70,95113
37.330698,-121.888979,Il Fornaio,101,95113
37.330698,-121.888979,A Little Bit Of Everything,158,95113
37.331415,-121.8932,San Jose Center for the Performing Arts,179,95113
37.331415,-121.8932,Caravan Lounge,185,95113
37.331415,-121.8932,Taurinus Brazilian Steakhouse,210,95113
37.329732,-121.901782,McCarthy's Newsstand,77,95110
37.329732,-121.901782,Britainnia Arms,96,95110
37.329732,-121.901782,Poor House Bistro,119,95110
37.333798,-121.886943,Whispers Cafe and Creperie,10,95113
37.333798,-121.886943,Subway,63,95113
37.333798,-121.886943,My Milkshake,66,95113
37.335885,-121.88566,"Dr Martin Luther King, Jr Library",74,95112
37.335885,-121.88566,7-Eleven,113,95113
37.335885,-121.88566,Banh Mi Oven,123,95112
37.333955,-121.877349,The Village Market,105,95112
37.333955,-121.877349,Super Taqueria,178,95112
37.333955,-121.877349,Sammy G's Pizzeria,190,95112
37.834174,-122.272968,Joodooboo,200,94608
37.834174,-122.272968,Pizza Amigos,394,94608
37.834174,-122.272968,Tacos Chavez,429,94608
37.333988,-121.894902,AC Lounge at AC Hotel San Jose Downtown,110,95113
37.333988,-121.894902,Dac Phuc Restaurant,116,95113
37.333988,-121.894902,AC Hotels by Marriott,142,95113
37.7719996,-122.3899698,Bay Wheels Dock - China Basin St at 3rd St,23,94158
37.7719996,-122.3899698,Starbucks,103,94158
37.7719996,-122.3899698,Watering Hole,128,94158
37.78045005996349,-122.43194639682768,Merchant Roots,194,94115
37.78045005996349,-122.43194639682768,Fillmore Karaoke Corporation,248,94115
37.78045005996349,-122.43194639682768,Steiner Compound Penthouse,286,94117
37.78749210438603,-122.3982846736908,Sweetgreen,39,94105
37.78749210438603,-122.3982846736908,Pie Punks,56,94105
37.78749210438603,-122.3982846736908,Blue Bottle Coffee,59,94105
37.779046658472055,-122.44729131460188,Blood Centers of The Pacific,30,94118
37.779046658472055,-122.44729131460188,Subway,345,94118
37.779046658472055,-122.44729131460188,Barrel Head Brewhouse,365,94117
37.75823842417928,-122.4260938167572,Helen Diller Playground,93,94110
37.75823842417928,-122.4260938167572,Mission Dolores Park,214,94114
37.75823842417928,-122.4260938167572,Dolores Outpost,287,94110
37.8505777,-122.2781754,House Of Curries,39,94702
37.8505777,-122.2781754,Creekwood,40,94702
37.8505777,-122.2781754,Action House,313,94702
37.73981271734901,-122.42552250623704,Cuisine of Nepal,257,94110
37.73981271734901,-122.42552250623704,La Ciccia,259,94131
37.73981271734901,-122.42552250623704,Tilak,275,94110
37.35288682729121,-121.88604980707169,Rollo's Donut & Coffee Shop,14,95112
37.35288682729121,-121.88604980707169,Chiaramonte's Deli & Sausages,63,95112
37.35288682729121,-121.88604980707169,Back A Yard Caribbean,120,95112
37.35306166133104,-121.89193725585936,Sinceretea,34,95112
37.35306166133104,-121.89193725585936,Ultimate Tanning Salon,46,95112
37.35306166133104,-121.89193725585936,Taylor Street Market,61,95112
37.77452040113685,-122.4094493687153,Driftwood,86,94103
37.77452040113685,-122.4094493687153,Basil Thai Restaurant & Bar,97,94103
37.77452040113685,-122.4094493687153,Cat Club,97,94103
37.7765126,-122.4113061,Club Rausch,132,94103
37.7765126,-122.4113061,DECANTsf,177,94103
37.7765126,-122.4113061,Cat Club,180,94103
37.8723555,-122.2664467,Simply Bowl,60,94704
37.8723555,-122.2664467,Lucky House,79,94704
37.8723555,-122.2664467,Ippudo,101,94704
37.866249,-122.2993708,Takara Sake USA,33,94710
37.866249,-122.2993708,Steamworks,45,94710
37.866249,-122.2993708,Lacquerbar,48,94710
37.8658466,-122.2674431,Wikiwiki Hawaiian BBQ,33,94704
37.8658466,-122.2674431,La Note,42,94704
37.8658466,-122.2674431,Endless Summer Sweets,49,94704
37.86641794050319,-122.25379943847656,The Berkshire,17,94704
37.86641794050319,-122.25379943847656,Henry's Bar & Restaurant,277,94704
37.86641794050319,-122.25379943847656,Graduate Berkeley,277,94704
37.87055532905745,-122.27972030639648,North Beach Pizza,23,94703
37.87055532905745,-122.27972030639648,Spun Sugar,38,94703
37.87055532905745,-122.27972030639648,Himalayan Flavors,70,94703
37.870407115465376,-122.29967594146729,Cafe M,21,94710
37.870407115465376,-122.29967594146729,Dumpling Time,70,94710
37.870407115465376,-122.29967594146729,Oceanview To-Go Deli & Bakery,80,94710
37.88022244590679,-122.26959228515624,Vegi Food,27,94709
37.88022244590679,-122.26959228515624,Cafenated Coffee Company,28,94709
37.88022244590679,-122.26959228515624,Grassy Knoll Near Cheese Board,36,94709
37.87657254910685,-122.26952791213988,Cha Ya Vegetarian Japanese Restaurant,44,94709
37.87657254910685,-122.26952791213988,Taste of the Himalayas,45,94709
37.87657254910685,-122.26952791213988,Thai Delight Cuisine,51,94709
37.849594967776646,-122.26556897163393,M & S Kitchen,22,94609
37.849594967776646,-122.26556897163393,Subway,43,94609
37.849594967776646,-122.26556897163393,Nomad Cafe,79,94609
37.8465156,-122.2653043,Shewat,30,94609
37.8465156,-122.2653043,Nick's Pizza,199,94609
37.8465156,-122.2653043,Subway,318,94609
37.81498823042416,-122.2748440504074,Stay Gold Deli,314,94612
37.81498823042416,-122.2748440504074,ARCO,329,94607
37.81498823042416,-122.2748440504074,Chile Bravo Grill,384,94607
37.8513755,-122.2525233,Cask on College,8,94705
37.8513755,-122.2525233,About Face & Body,17,94705
37.8513755,-122.2525233,Boichik Bagels,20,94705
37.8005161,-122.2720799,UC Dessert,20,94607
37.8005161,-122.2720799,Ying Kee Noodle House,38,94607
37.8005161,-122.2720799,Golden Tea Shop,39,94607
37.7973195,-122.2653199,Lake Merritt BART Station,10,94607
37.7973195,-122.2653199,Lane-e Kefa Coffee,59,94607
37.7973195,-122.2653199,Off the Grid: Lake Merritt at OMCA,140,94607
37.79857210846256,-122.40086898207666,The Battery,81,94111
37.79857210846256,-122.40086898207666,Old Ship Saloon,88,94111
37.79857210846256,-122.40086898207666,Kokkari Estiatorio,215,94111
37.34113203547954,-121.8928438425064,Devine Cheese And Wine,94,95110
37.34113203547954,-121.8928438425064,Trials Pub,138,95113
37.34113203547954,-121.8928438425064,Teske's Germania,156,95113
37.755367132158526,-122.38879501819608,Besharam,151,94107
37.755367132158526,-122.38879501819608,Dogpatch Boulders,157,94107
37.755367132158526,-122.38879501819608,Philz Coffee,165,94107
37.72694296622841,-122.40659952163696,Sunshine Wheat Field Dim Sum,249,94134
37.72694296622841,-122.40659952163696,Chef Li's Cafe,250,94134
37.72694296622841,-122.40659952163696,Bus Stop Liquors & Deli,251,94134
37.86906047545393,-122.29339957237242,Premier Cru Wine Shop,24,94710
37.86906047545393,-122.29339957237242,Kabana Restaurant,35,94702
37.86906047545393,-122.29339957237242,Halal Food Market,79,94702
37.771431362921085,-122.40578681230544,Pizza Squared,61,94103
37.771431362921085,-122.40578681230544,El Pipila,73,94103
37.771431362921085,-122.40578681230544,Ca$h Bar,73,94103
37.72927865173028,-122.39289611577988,El Azteca Taqueria,16,94124
37.72927865173028,-122.39289611577988,Gratta Wines,63,94124
37.72927865173028,-122.39289611577988,The Jazz Room,68,94124
37.8178269,-122.2756976,Stay Gold Deli,19,94612
37.8178269,-122.2756976,Twins Halal House & Bakery,146,94607
37.8178269,-122.2756976,M & O Market,193,94607
37.8277573,-122.2567156,Clove and hoof,9,94611
37.8277573,-122.2567156,Aman Cafe,14,94611
37.8277573,-122.2567156,Teni East Kitchen,17,94611
37.3509643,-121.9020161,Crab Monkey,137,95112
37.3509643,-121.9020161,Jackie's Place,147,95112
37.3509643,-121.9020161,Sourdough Eatery,149,95112
37.3383952,-121.8807965,Kali Noodles and Tea Bar,209,95113
37.3383952,-121.8807965,Tofoo Com Chay,219,95113
37.3383952,-121.8807965,7-Eleven,244,95112
